Sr No,Member Id,Unit Name,Contact Person,Chapter,Category
4757,8452,Anand Handloom ,Vinod Anand,Modinagar,TEXTILE & GARMENTS
4758,8455,Maha Laxmi Textiles ,Vinit Kansal,Modinagar,TEXTILE & GARMENTS
4759,8458,Bhagwati Ice Factory ,Sanjay Kumar Bedi,Modinagar,AGRO & FOOD PROCESSING
4760,8459,SAI POWERS ,S.L.BHATT,Moradabad,MACHINERY EQUIPMENTS
4761,8460,T.R. Autowheels Pvt. Ltd. ,Rahul Das,Meerut,
4762,8462,M.B. Electro Industrial ,Jaideep Lunial,Bareilly,ELECTRICAL & ELECTRONICS
4763,8463,Maxwell Co. Pvt. Ltd. ,Manish Bhatia,Lucknow,ELECTRICAL & ELECTRONICS
4764,8467,Rahul Textile Industries ,Rahul Rastogi,Meerut,
4765,8468,ASPN Industries  ,Avdesh Awasthi,Meerut,HANDICRAFT &GIFTS
4766,8469,A.D.P.C Sports Industries  ,Vipul Jain,Meerut,SPORTS GOODS
4767,8470,SHRI RAM KARAN DASS RAM NATH TRADERS PVT LTD ,GOVIND TRIVEDI,Chaubeypur,AGRO & FOOD PROCESSING
4768,8471,Pacific Exports ,Kasif Alam,Unnao,FOOTWEAR & LEATHER
4769,8475,RUDRAKSH AGRO INDIA PVT. LTD  ,SANJAY AGARWAL,Gonda,AGRO & FOOD PROCESSING
4770,8476,SHRI SHYAM UDYOG ,MANISH AGARWAL,Gonda,AGRO & FOOD PROCESSING
4771,8477,ANAND RICE MILLS,ANAND KUMAR BANSAL,Gonda,AGRO & FOOD PROCESSING
4772,8479,Mittal Masale ,Sh. Vijay Mittal,Saharanpur,AGRO & FOOD PROCESSING
4773,8483,Jyoti Paint Industry  ,Sh. Madan Lal Wadhwa,Saharanpur,PAINTS & VARNISHES
4774,8484,Kansal Industrial Gases  ,Mr. Rohit Kansal,Meerut,CHEMICAL & PETROLEUM
4775,8485,PREM PRINTING PRIVATE LIMITED,Prashant Bhargava Pankaj,Lucknow,ELECTRICAL & ELECTRONICS
4776,8486,SHREE DURGA GRAMODYOG SEWA SAMITI ,BIDYUT BOSE,Chaubeypur,SOAP & DETERGENT
4777,8487,Palms Exports ,Parveen Kumar Malhotra,Delhi,TEXTILE & GARMENTS
4778,8488,Rizana Global Pvt. Ltd. ,Gautam Dhawan,Delhi,AGRO & FOOD PROCESSING
4779,8489,Elegant Arts ,Ajaz Ahamad,Delhi,GEMS & JEWELRY
4780,8490,SHREE KRISHNA ELECTRO MECHANICAL WORKS ,NITISH ARORA,Kanpur,MACHINERY EQUIPMENTS
4781,8491,Willworld Engineering Corporation ,RAJIV NIGAM,Kanpur,AGRO & FOOD PROCESSING
4782,8492,BHATIA PLASTICS,NARENDAR BHATIA,Kanpur,FURNITURE & FURNISHINGS
4783,8494,SPAKS PRODUCTS PVT. LTD ,PANKAJ GUPTA,Kanpur,AGRICULTURE  IMPLEMENTS  &  MACHINERY
4784,8495,Gromore Tools Pvt. Ltd  ,K.N. Singhal,Meerut,ENGINEERING COMPONENTS & SUPPLIES
4785,8496,Sundram Industries ,S.K. Dubey,Deoria,AGRO & FOOD PROCESSING
4786,8497,Deoria Paper Mills Ltd. ,Sanjay Singh,Deoria,"PAPER, PRINTING & PUBLISHING"
4787,8498,K.G. Pan Products Pvt. Ltd. ,Amar Tulsiyan,Gorakhpur,AGRO & FOOD PROCESSING
4788,8499,Premier Car Sales Ltd ,Dhiraj Das,Gorakhpur,SERVICE
4789,8500,Dewan Packaging Pvt. Ltd. ,Sumeet,Gorakhpur,PACKAGING
4790,8501,Lahiri Hotels Pvt. Ltd. ,P.K. Lahiri,Gorakhpur,SERVICE
4791,8502,Laxmi Metal Industires ,Manoj Kumar,Gorakhpur,ENGINEERING COMPONENTS & SUPPLIES
4792,8503,Laxmi Bartan Industries(P) Ltd. ,Sanjay Choudhary,Gorakhpur,ENGINEERING COMPONENTS & SUPPLIES
4793,8506,Value Insight Consulting Pvt. Ltd. ,Satyam Gupta,Kanpur,SERVICE
4794,8507,AMBIKA ENTERPRISES,Bansh Raj Yadav,Kanpur,AGRICULTURE  IMPLEMENTS  &  MACHINERY
4795,8508,INALCO ,S.K.MARWAH,Greater Noida,
4796,8509,SHREE RAM BALAJI POLYPACK,Ashish Roy,Lucknow,PACKAGING
4797,8510,Ideal Laminates Pvt. Ltd. ,Rajeev Agarwal (Director),Meerut,
4798,8511,MAHENDRA TRANSFORMERS PVT. LTD. ,MR. NEERAJ KANSAL,Ghaziabad,ELECTRICAL & ELECTRONICS
4799,8512,Infinity Fabritech ,Mr. Pulkit Agarwal,Bareilly,FURNITURE & FURNISHINGS
4800,8513,LPS POWER APPLIANCES PVT. LTD.,Sharad Kumar Srivastava,Lucknow,ELECTRICAL & ELECTRONICS
,,,,,
4801,8514,SWATI ENTERPRISES ,AMIT CHHABRA,Kanpur,FURNITURE & FURNISHINGS
4802,8515,PERFECT FOODS ,SARABJEET SINGH,Kanpur,AGRO CHEMICAL & FERTILISERS
4803,8516,J.D. VENTURE ,KAMAL PANDEY,Kanpur,ELECTRICAL & ELECTRONICS
4804,8517,A.F.EXPORTS,MOHD ARIF,Moradabad,FURNITURE & FURNISHINGS
4805,8519,M/s Vinovasant bareilly ,Mr. Vinod Kumar Agnihotri,Bareilly,SERVICE
4806,8521,PARASWANATH INDUSTRIES  ,VIKASH JAIN,Gonda,AGRO & FOOD PROCESSING
4807,8522,AGARWAL INDUSTRIES  ,DEEPAK AGARWAL,Gonda,AGRO & FOOD PROCESSING
4808,8523,BHEEKHARAM UDYOG  ,MAHAVEER PRASAD AGARWAL,Gonda,AGRO & FOOD PROCESSING
4809,8524,ATUL INDUSTRIES  ,ATUL AGARWAL,Gonda,AGRO & FOOD PROCESSING
4810,8525,AMBALAL BRIJMOHANLAL & CO.,ARUN KUMAR BANSAL,Gonda,AGRO & FOOD PROCESSING
4811,8526,MITTAL BOARING WORKS  ,ANIL KUMAR MITTAL,Gonda,ENGINEERING COMPONENTS & SUPPLIES
4812,8527,India Engineers ,Satendra Kumar,Greater Noida,
4813,8530,Arvind Printing Works  ,Arvind Agarwal,Farrukhabad,TEXTILE & GARMENTS
4814,8531,Pritksa Traders ,Jitendra Mohan Sadh,Farrukhabad,TEXTILE & GARMENTS
4815,8532,Kamla Dying ,Vijay Pal Yadav,Farrukhabad,TEXTILE & GARMENTS
4816,8533,Narayan International ,Gaurav Agarwal,Farrukhabad,TEXTILE & GARMENTS
4817,8534,Jatan Dying ,Nikki Sadh,Farrukhabad,TEXTILE & GARMENTS
4818,8535,N.R. Dying  ,Rajesh Sadh,Farrukhabad,TEXTILE & GARMENTS
4819,8536,Agarwal Silicate Factory ,Vinit Agarwal,Farrukhabad,TEXTILE & GARMENTS
4820,8537,New Kanpur Farrukhabad Transport ,Deepak,Farrukhabad,SERVICE
4821,8538,Pakiza Hand Embrodry ,Ali Bhai,Farrukhabad,HANDICRAFT &GIFTS
4822,8539,Kamla Traders ,Padam Pandey,Farrukhabad,SERVICE
4823,8540,K.M. House ,Pankaj Arora,Farrukhabad,SERVICE
4824,8541,Hotel Hindustan ,Dilip Dubey,Farrukhabad,SERVICE
4825,8542,N.S.C. Public School ,Devesh Chandel,Farrukhabad,SERVICE
4826,8543,Agarwal Book Depo. ,Anurag Agarwal,Farrukhabad,"PAPER, PRINTING & PUBLISHING"
4827,8544,Hind Medical Store ,Neeraj Rastogi,Farrukhabad,SERVICE
4828,8545,National Arms Store ,Guruwinder Singh,Farrukhabad,SERVICE
4829,8546,Parav Print ,Rajiv Sadh,Farrukhabad,TEXTILE & GARMENTS
4830,8547,Millenium Glass Industires ,Munnalal Jain,Firozabad,GLASS & CERAMICS
4831,8548,Millenium Exports ,Sanjay Jain,Firozabad,GLASS & CERAMICS
4832,8549,Uttam Glass Works ,Anil Upadhyay,Firozabad,GLASS & CERAMICS
4833,8550,Arkey Glass Works ,Laxmikant Bansal,Firozabad,GLASS & CERAMICS
4834,8551,Maa Keladevi Ice & Cold Storage (P) Ltd.,Mahesh C Agarwal,Firozabad,AGRO & FOOD PROCESSING
4835,8552,S.P. Ice & Cold Storage (P) Ltd.,Anil KumarBansal,Firozabad,AGRO & FOOD PROCESSING
4836,8553,Hardayal Ice & Cold Storage (P) Ltd.,Pravendra Kr. Yadav,Firozabad,AGRO & FOOD PROCESSING
4837,8554,Sarvodaya  Glass Industries ,Hanuman Pd. Garg,Firozabad,GLASS & CERAMICS
4838,8555,Ruchi Emporium ,Pankaj Bansal,Firozabad,GLASS & CERAMICS
4839,8556,Bajrang Glass International ,Devicharan Agarwal,Firozabad,GLASS & CERAMICS
4840,8557,Triveni Glass International ,Hemant Agarwal,Firozabad,GLASS & CERAMICS
4841,8558,Bagga Glass Industries ,Charnjit Singh Bagga,Firozabad,GLASS & CERAMICS
4842,8559,Technical Glass Industries  ,Suneel Kr. Bansal,Firozabad,GLASS & CERAMICS
4843,8560,Amber Sheet & Boxes,Vikrant Bansal,Firozabad,PACKAGING
4844,8561,Ikon Bottles & Glass India(P) Ltd.,Ghanshyam Lalwani,Firozabad,GLASS & CERAMICS
4845,8562,Sonia Glass Industries ,Mohd. Qasim,Firozabad,GLASS & CERAMICS
4846,8563,India Electrical Glass Works ,Radhey Shyam Bansal,Firozabad,GLASS & CERAMICS
4847,8564,Taga Five ,Mubeen Ahmad,Firozabad,GLASS & CERAMICS
4848,8565,Glass Designers ,Mubeen Ahmad,Firozabad,GLASS & CERAMICS
4849,8566,Electronic Glass Industries ,R.D. Singh,Firozabad,GLASS & CERAMICS
4850,8567,Triveni Udyog ,Devicharan Agarwal,Firozabad,GLASS & CERAMICS
,,,,,
4851,8568,S.R. Glass Industries ,Sachin Garg,Firozabad,GLASS & CERAMICS
4852,8569,PSVT INDUSTRIES PRIVATE LIMITED,"Vivek Tangri, Pankaj Singh",Lucknow,AGRO & FOOD PROCESSING
4853,8570,O S PET BLOWERS PRIVATE LIMITED,"Alisaif Osmany, Abhishek Singh",Lucknow,MISCELLANEOUS
4854,8571,Chopra Fire Works Limited  ,Mr. Gaurav Chopra,Saharanpur,HANDICRAFT &GIFTS
4855,8573,N.K.(Organic Inorganic) Industries ,Mr. Madhav Mathur,Kanpur,AGRICULTURE  IMPLEMENTS  &  MACHINERY
4856,8574,Veer Fiber ,Mr. Nikhil Jain,Kanpur,SPORTS GOODS
4857,8575,Krishna Trading Company ,Mr. Amit Gupta,Kanpur,AGRO & FOOD PROCESSING
4858,8576,Paradise Confectioner ,Rajesh Athwani,Prayagraj,AGRO & FOOD PROCESSING
4859,8577,S N Gupta ,Vijay Gupta,Prayagraj,AGRO & FOOD PROCESSING
4860,8578,Win met Technologies Pvt. Ltd. ,Amit Bansal,Greater Noida,
4861,8579,Aryan Press Pvt. Ltd.  ,Prakash Chand Bathla,Meerut,"PAPER, PRINTING & PUBLISHING"
4862,8580,Kumar Textile Industries.,Manoj Kumar ,Meerut,TEXTILE & GARMENTS
4863,8581,KHALSA MOTOR FAB,Man Singh,Lucknow,AUTOMOBILE & AUTO PARTS
4864,8582,S.M.A. Global Consumer Products P Ltd ,Mr. Rakesh Mishra,Kanpur,ELECTRICAL & ELECTRONICS
4865,8583,Rishabh Plast India. ,Sunil Kumar Jain (CEO),Meerut,PLASTIC & PLASTIC PRODUCTS
4866,8584,Systellar Innovations  ,Yogesh Garg,Meerut,
4867,8585,Agarwal Crockery House ,Mayank Agarwal,Rampur,SERVICE
4868,8586,BIHARI JI LAMINATES ,MR. RAJEEV GOEL,Ghaziabad,WOOD  & WOOD PROUCTS
4869,8587,ESQUIRE ESTATES PVT. LTD. ,MR. NARENDRA PARHAR,Ghaziabad,CHEMICAL & PETROLEUM
4870,8588,KIRAN ENTERPRISES ,MR. MANGU RAM,Ghaziabad,MACHINERY EQUIPMENTS
4871,8589,SANGRI-LA-NUTRI FOOD PRODUCTS ,VIVEK KANODIA,Chaubeypur,AGRO & FOOD PROCESSING
4872,8593,Janki News Print Limited ,Amit Garg,Meerut,HANDICRAFT &GIFTS
4873,8594,Terpene Flavours Fragrances (P) Ltd.,Nitin Kapoor,Meerut,CHEMICAL & PETROLEUM
4874,8595,Shivangi Industries ,Shailendra Aggarwal,Meerut,FURNITURE & FURNISHINGS
4875,8599,Omega Life Services ,Mr. Rajeev Gupta,Kanpur,FURNITURE & FURNISHINGS
4876,8601,Tirupati Convertors Pvt Ltd ,Mr. Vivek Kanodia,Kanpur,
4877,8602,Shankar Alloys ,Mr. Lokesh Punjabi,Kanpur,MACHINERY EQUIPMENTS
4878,8603,ABT Structural Engineers Pvt Ltd ,Mr. Sandeep Agarwal,Kanpur,SERVICE
4879,8604,Indian Alkali & Chemicals Corporation,Mr. Ravindra Kumar Saffar,Kanpur,AGRICULTURE  IMPLEMENTS  &  MACHINERY
4880,8605,Arckitectural Consultant ,Mr. Sachin Srivastava,Kanpur,SERVICE
4881,8606,Jovita Fragrances Private Limited ,Mr. Atul Agarwal,Kanpur,AGRICULTURE  IMPLEMENTS  &  MACHINERY
4882,8607,Satyasha Chemicals ,Mr. Atul Agarwal,Kanpur,
4883,8608,V-Con Elecronics ,Mr. Virendra Singh,Kanpur,ELECTRICAL & ELECTRONICS
4884,8609,SANDEEP ENTERPRISES ,PRADEEP KUMAR JAISWAL,Varanasi,METAL
4885,8610,Brahm Arpan Organic Pvt. Ltd. ,Raman Prabhakar,Greater Noida,
4886,8612,Krishna Agencies ,Rajeev Kumar Agarwal,Bareilly,ELECTRICAL & ELECTRONICS
4887,8613,M/s S.R. Steel Traders ,Mr. Arush Goel,Bareilly,BUILDING & CONSTRUCTION MATERIALS
4888,8614,M/s Bharat Machinery Agencies ,Mr. Amit Mohan Khaneja,Bareilly,AGRO & FOOD PROCESSING
4889,8618,Rahul Textile ,Mr. Rahul Gulati,Kanpur,TEXTILE & GARMENTS
4890,8619,Khandelwal Packaging ,Sanjay Khandelwal,Rampur,"PAPER, PRINTING & PUBLISHING"
4891,8620,INDIAN PERFUMES PVT. LTD.,Anand Kumar Gupta,Lucknow,COSMETIC & PERFUMES
4892,8621,M/s Aditya Rubber Industries ,Mr. Amit Kumar Verma,Bareilly,RUBBER & RUBBER PRODUCTS
4893,8622,Sri Balaji Udhyog  ,Parmanand Joshi,Gonda,AGRO & FOOD PROCESSING
4894,8624,Metal tech design pvt ltd ,Man Mohan Singh Sahny,Greater Noida,FURNITURE & FURNISHINGS
4895,8626,exergy dryers pvt ltd ,suresh chand verma,Greater Noida,BUILDING & CONSTRUCTION MATERIALS
4896,8627,ideal adhesives ,raman shukla,Greater Noida,"PAPER, PRINTING & PUBLISHING"
4897,8628,R. Chem Industries ,Mr. Asfak Ahemad Khan,Kanpur,WOOD  & WOOD PROUCTS
4898,8629,Ashok Kumar ,Prabhat Jain,Saharanpur,FURNITURE & FURNISHINGS
4899,8635,Shree Bankey Bihari International Pvt. Ltd. ,Vipin Kumar Aggarwal,Head Office,WOOD  & WOOD PROUCTS
4900,8636,SRI SAI FOOD PRODUCTS,Rajesh Raitani,Lucknow,AGRO & FOOD PROCESSING
,,,,,
4901,8638,ASHURAJ PLASTIC INDUSTRIES ,MR. ASHOK VARSHNEY,Ghaziabad,PLASTIC & PLASTIC PRODUCTS
4902,8639,Kapish Diamonds Pvt. Ltd. ,Vivek Rastogi,Bareilly,GEMS & JEWELRY
4903,8640,Ankit Agarwal & Associates,Ankit Agarwal,Bareilly,SERVICE
4904,8642,Shri Rani Sati Gramodyog Sansthan ,Lokesh Bansal,Lucknow,BUILDING & CONSTRUCTION MATERIALS
4905,8643,A K Metanemlls Pvt. Ltd. ,Ajir Bihari Gupta,Unnao,METAL
4906,8645,Saurabh Construction,Saurabh Bhatnagar,Rampur,BUILDING & CONSTRUCTION MATERIALS
4907,8648,Babbar Traders ,Rajender Babbar,Rampur,SERVICE
4908,8650,Rajeev Distibuter ,Rajeev Kumar,Rampur,SERVICE
4909,8653,SKYTECH Switchgear Pvt Ltd ,Mr. Saket Tripathi,Kanpur,ELECTRICAL & ELECTRONICS
4910,8657,M/s 4Track Learning ,Mr. Ankur Sharan,Bareilly,SERVICE
4911,8659,Seema Graphics ,Anuj Mittal,Hapur,"PAPER, PRINTING & PUBLISHING"
4912,8660,Vishal Kumar Agarwal & Associates,Vishal Kumar Agarwal,Hapur,SERVICE
4913,8661,Ranjeet Carrier ,Samarjeet Singh,Hapur,SERVICE
4914,8663,Manisha Food,Vijay Kumar Garg,Hapur,AGRO & FOOD PROCESSING
4915,8664,Prince Steel ,Naresh Chand Agarwal,Hapur,MISCELLANEOUS
4916,8665,City Heart Restaurant,Manoj Karnwal,Hapur,SERVICE
4917,8666,Chetan Flour Mill ,Chetan Kansal,Hapur,AGRO & FOOD PROCESSING
4918,8667,Murari Flour Mill,Sharad Gupta,Hapur,AGRO & FOOD PROCESSING
4919,8668,Dayal Industries ,Rajeev Kumar,Hapur,MISCELLANEOUS
4920,8669,Riya Tiya Metal  ,Sajal Jain,Hapur,MISCELLANEOUS
4921,8670,Janta Golden Transport Company ,Sanjay Sodi,Hapur,SERVICE
4922,8671,S.M. Industries ,KAPIL SINGHAL,Hapur,MISCELLANEOUS
4923,8672,S R Gupta ,Rajesh Gupta,Prayagraj,SERVICE
4924,8673,Siddi Oil Corporation ,Gaurav Goyal,Hapur,BICYCLES / RICKSHAW & COMPONENTS
4925,8676,Clavecon (India) Pvt. Ltd.  ,YUGANK GOYAL,Noida,AGRICULTURE  IMPLEMENTS  &  MACHINERY
4926,8677,maruti carbonics ,manoj agarwal,Greater Noida,CHEMICAL & PETROLEUM
4927,8678,Kosmos engineering ,k.m.singh,Greater Noida,METAL
4928,8680,Alfa Therm Ltd. ,Harijot Singh,Delhi,ELECTRICAL & ELECTRONICS
4929,8681,DIGI DRIVES PVT. LTD ,NAVNEET GILL,Delhi,ELECTRICAL & ELECTRONICS
4930,8682,KUNJ FORGINGS PVT. LTD ,BRIJESH KUMAR AGARWAL,Ghaziabad,ENGINEERING COMPONENTS & SUPPLIES
4931,8683,SVL INTERNATIONAL   ,UMAKANT SHARMA,Delhi,AGRO & FOOD PROCESSING
4932,8684,VARDHMAN INTERNATIONAL ,SANJAY JAIN,Delhi,TEXTILE & GARMENTS
4933,8685,S.D. AGRO CHEMICALS Ltd. ,NIKHIL,Delhi,AGRO CHEMICAL & FERTILISERS
4934,8686,Madhur Industries  ,Mukesh Kumar Jain,Muzaffarnagar,MISCELLANEOUS
4935,8687,Mayank Industries  ,Mayank Jain,Muzaffarnagar,
4936,8688,The Manor Unit of R.R. Enterprises ,Sharad Agarwal,Bareilly,SERVICE
4937,8689,MODERN ORNAMENTS PVT LTD.,Subodh Agarwal,Bareilly,GEMS & JEWELRY
4938,8690,Inmark Export Pvt Ltd ,Virender Singh,Greater Noida,
4939,8693,Star Inustries ,Moh.Khalid,Muzaffarnagar,AGRICULTURE  IMPLEMENTS  &  MACHINERY
4940,8696,Agarwal Acid & Chemicals,Mukesh Agarwal,Meerut,CHEMICAL & PETROLEUM
4941,8697,Neha Enterprises ,Vimal Krishan,Meerut,BUILDING & CONSTRUCTION MATERIALS
4942,8698,Dawaghar ,Ashok Kumar Maheshwari,Meerut,
4943,8699,Apco Chemicals (P) Ltd.  ,Pankaj Jain (Director),Meerut,CHEMICAL & PETROLEUM
4944,8700,Apco Dye Chem (P) Ltd.  ,Rajeev Jain,Meerut,CHEMICAL & PETROLEUM
4945,8701,Goyal Industries ,Ashish Goyal,Meerut,BUILDING & CONSTRUCTION MATERIALS
4946,8702,Sakun Kachari Udyog ,Rakesh Kumar,Deoria,AGRO & FOOD PROCESSING
4947,8704,Leads Insurance Brokers P. Ltd.,Navneet Ravikar,Noida,SERVICE
4948,8705,R K Steel Company ,S N Goyal,Noida,
4949,8707,Young International ,Vikas Gulati,Noida,
4950,8708,Himastsingka Exports Pvt. Ltd. ,Ashish Himatsingka,Noida,
,,,,,
4951,8709,Apex Engineers ,Rajeev Kumar,Firozabad,ENGINEERING COMPONENTS & SUPPLIES
4952,8710,Fine Art Glass Works ,Rakesh Kumar,Firozabad,GLASS & CERAMICS
4953,8711,S.Gopal Industires ,Rakesh Agarwal,Firozabad,GLASS & CERAMICS
4954,8713,Indian Foundry Industries  ,Moh.Ansar,Muzaffarnagar,ENGINEERING COMPONENTS & SUPPLIES
4955,8714,Versha Machinery Works  ,Main Pal,Muzaffarnagar,AGRO & FOOD PROCESSING
4956,8715,R.S Infra Projects PVt. Ltd.  ,Rakesh Kumar,Sikandrabad,MISCELLANEOUS
4957,8716,Sunil Enterprises ,Sunil Kumar,Jaunpur,SERVICE
4958,8717,Varuns Krishi Industries ,Varun Kumar,Jaunpur,AGRICULTURE  IMPLEMENTS  &  MACHINERY
4959,8718,Vadant Ramkrishan Enterprises ,Ram Kishore,Jaunpur,SERVICE
4960,8719,Vadant Ramkrishan Enterprises ,Ram Kishore,Jaunpur,SERVICE
4961,8720,VNS Ifratech Pvt Ltd ,Mr. R.K.Pandey,Kanpur,AGRICULTURE  IMPLEMENTS  &  MACHINERY
4962,8721,Awadh Udyog ,Mr. Sanjay Yadav,Kanpur,
4963,8722,Shri Ambay Concrete Fabs ,Mahendra Kr. Agarwal,Barabanki,CEMENT & CEMENT PRODUCTS
4964,8728,Ikta Aromatics ,Kamal Kumar,Noida,
4965,8729,Sartech Solution Pvt Ltd ,S.K.SINGLA,Noida,PACKAGING
4966,8731,NEELKANTH BIOCHEMICALS,Nirmla Tripathi,Lucknow,AGRICULTURE  IMPLEMENTS  &  MACHINERY
4967,8732,United College of Engg. ,Satpal Gulati,Prayagraj,SERVICE
4968,8734,Meera Gramudyog Sansthan  ,Moh.Gulsher,Muzaffarnagar,MISCELLANEOUS
4969,8735,Veetrag Foundary Works  ,Mr.Mangal,Muzaffarnagar,AGRICULTURE  IMPLEMENTS  &  MACHINERY
4970,8736,Spipick Food LLP Kanpur ,Shubham Gupta,Chaubeypur,AGRO & FOOD PROCESSING
4971,8737,Tejas Nutritives Foods ,Manish Agarwal,Bareilly,AGRO & FOOD PROCESSING
4972,8741,VM INVTAX CONSULTANTS PVT LTD ,Mr. Vikas Mehrotra,Kanpur,SERVICE
4973,8743,Guru Enterprises ,Rajeev Kumar,Firozabad,GLASS & CERAMICS
4974,8749,M M INCORPORATION,Meraj Ali,Lucknow,TEXTILE & GARMENTS
4975,8750,NEHA PLASTIC,Mohd. Jameel,Lucknow,HANDICRAFT &GIFTS
4976,8751,AASAN EXPORTS INDIA PVT. LTD ,Gopal Agarwal,Head Office,
4977,8753,Manvi Enterprises ,Pramod Kr.Gupta ,Meerut,"PAPER, PRINTING & PUBLISHING"
4978,8754,Vintech Remedies (P) Ltd.  ,Surendra Kr.Singh,Meerut,PHARMACEUTICAL & MEDICAL PRODUCTS
4979,8755,HCF Industries ,Lalit Kumar Verma,Meerut,AGRO CHEMICAL & FERTILISERS
4980,8756,CURA PHARMACEUTICALS ,MR. HEMANT KUMAR SHARMA,Ghaziabad,PHARMACEUTICAL & MEDICAL PRODUCTS
4981,8757,NAV JYOTI METALS ,MR. SUNIL GOENKA,Ghaziabad,ELECTRICAL & ELECTRONICS
4982,8758,Mashreem Pharmaceuticals (P) Ltd.  ,R.K BATRA,Meerut,PHARMACEUTICAL & MEDICAL PRODUCTS
4983,8759,KANCHAN UNANI LABORATORIES PVT. LTD. ,MR. FIROZ ALAM,Ghaziabad,PHARMACEUTICAL & MEDICAL PRODUCTS
4984,8760,Regal Casting & Engineers,Abdul Gafoor,Muzaffarnagar,MISCELLANEOUS
4985,8761,Sikka Plastic ,Siraj Ahmed,Unnao,HOUSEHOLD ITEMS
4986,8763,Indian Eng.Works  ,Moh.Israil,Muzaffarnagar,
4987,8765,Abhishek Industires ,Arun Agarwal,Gonda,AGRO & FOOD PROCESSING
4988,8766,"Tirupti Commercial, ",Neeraj Agarwal,Gonda,AGRO & FOOD PROCESSING
4989,8767,Lifechem Laboratories Pvt. Ltd ,Chauhan Shab,Sikandrabad,AGRICULTURE  IMPLEMENTS  &  MACHINERY
4990,8768,Twin Tech India Pvt. Ltd. ,Pramod Kumar Sharma,Sikandrabad,PACKAGING
4991,8769, Prakash Palace,Bansal,Sikandrabad,
4992,8771,LAXMI METAL STORE,VINOD KUMAR GOEL,Hapur,ENGINEERING COMPONENTS & SUPPLIES
4993,8774,UTTAM ELECTRICAL INDUSTRIES ,UTTAM KUMAR AGRAWAL,Varanasi,ELECTRICAL & ELECTRONICS
4994,8775,Damya P.J. Foods (P) Ltd. ,Amit Jain,Rampur,AGRO & FOOD PROCESSING
4995,8776,Star Exports ,Sakun Gupta,Rampur,AGRO & FOOD PROCESSING
4996,8777,Goel Filling Station ,Sharad Gupta,Rampur,SERVICE
4997,8778,Tara Paints ,Shalindra Bahadur Saxena,Rampur,BICYCLES / RICKSHAW & COMPONENTS
4998,8779,Agarwal Jewellers ,Sunil Kumar Agarwal,Rampur,GEMS & JEWELRY
4999,8780,Solvex Edibles Pvt. Ltd. ,Aashish Goyal,Rampur,AGRO & FOOD PROCESSING
5000,8781,Ankur Flour Mill ,Kulbhushan Kharbanda,Hapur,AGRO & FOOD PROCESSING
,,,,,
5001,8783,J.K. Polybag ,Rakesh Kumar Agarwal,Hapur,PLASTIC & PLASTIC PRODUCTS
5002,8784,J.M.D. Packaging  ,Pawan Kumar Gupta,Hapur,PACKAGING
5003,8786,KISNA HERBS & SPICES,JANMEJAI KRIPAL KANSAL,Hapur,AGRO & FOOD PROCESSING
5004,8788,METRO EXTRUSIONS PVT. LTD.. ,AMIT MITTAL,Hapur,MISCELLANEOUS
5005,8789,Prime Pack ,Rahul Garg,Hapur,PACKAGING
5006,8790,MAYA GRAMODYOG ,AMIT KUMAR SHARMA,Sikandrabad,
5007,8791,Rama Building Material Store  ,Suresh Kumar,Sikandrabad,
5008,8792,R.C. Industries ,Suresh Kumar,Sikandrabad,
5009,8793,APL Apolo Tubes Ltd. ,Sushil Sharma,Sikandrabad,
5010,8795,Shiv Shakti Graphics ,Ankur Agarwal/Saurabh Agarwal,Meerut,HANDICRAFT &GIFTS
5011,8797,Rubber Man Enterprises Ltd.  ,Rajesh Deewan,Meerut,
5012,8798,Bharat Casting                                           ,Sandeep Garg,Meerut,SOAP & DETERGENT
5013,8799,B.B.P Infotech (P) Ltd.                                  ,Yogender Agarwal,Meerut,
5014,8800,Martial Security ,Mr. K.K. Chhabra,Meerut,
5015,8801,AMETHI HUME PIPE ,M.S. Puri,Rae Bareli,CEMENT & CEMENT PRODUCTS
5016,8802,A.Y. Textile Industries Pvt. Ltd. ,Yaqub ji,Sikandrabad,
5017,8803,Vardhman profile ,Puneet agarwal ji,Sikandrabad,
5018,8805,RIGHT CLEANING SERVICES,SUDHIR KUMAR SRIVASTAVA,Lucknow,SERVICE
5019,8806,Shakti Industries ,Ram Shankar Gupta,Head Office,AGRO & FOOD PROCESSING
5020,8808,shiv shakti dharam kanta ,karamveer singh,Sikandrabad,
5021,8809,balaji dharam kanta ,karamveer singh,Sikandrabad,
5022,8810,Prime gold international ltd. ,sachin sharma,Sikandrabad,
5023,8811,K.s. Foam (p) ltd. ,sai thomas,Sikandrabad,
5024,8812,Unique crop science pvt. ltd. ,sachin sharma,Sikandrabad,
5025,8815,bharat Prints ,Anil Bidhuri,Sikandrabad,
5026,8816,adaresh hosiery ,digvijay shukla,Sikandrabad,
5027,8817,Aadit oil Mill ,somesh singhal,Sikandrabad,
5028,8818,Sonia Steel ,Moh. Aslam,Sikandrabad,
5029,8819,Aaysa Steel ,Moh. Aslam,Sikandrabad,
5030,8820,Shreyansh Progressing House ,Dinesh kumar jain,Sikandrabad,
5031,8825,Rmg polyvinal India Ltd. ,sharma ji,Sikandrabad,
5032,8827,Walai Residency ,Kamal Kant Walia,Bijnor,SERVICE
